# RBHG Variable-Width Bremsstrahlung Distribution
# SOURCE: ../../../../hdsim_cobrems/BGRate_51029.root : dRtdkH1
# GENERATED: 2025-11-17 12:55:25
#
# ENERGY_LIMITS (GeV):
# E_MIN_AVAILABLE 2.911326
# E_MAX_AVAILABLE 11.422492
# TOTAL_BINS 649
# TOTAL_COUNTS 11578062027.15
#
# WARNING: User-set E_LO must be >= E_MIN_AVAILABLE
# WARNING: User-set E_HI must be <= E_MAX_AVAILABLE
#
# Format: lowEdge(GeV)  highEdge(GeV)  counts
10.780570  10.806265  7089247.5832
10.806265  10.807056  7096046.7566
10.807056  10.829853  7102756.4301
10.829853  10.832983  7110929.7522
10.832983  10.856537  7120329.0752
10.856537  10.857235  7129861.6640
10.857235  10.878100  7139237.1933
10.878100  10.881068  7150717.5193
10.881068  10.903387  7164363.1093
10.903387  10.904039  7178257.2883
10.904039  10.923787  7191959.5701
10.923787  10.926603  7208813.2638
10.926603  10.948388  7229507.0524
10.948388  10.948981  6993929.6312
10.948981  10.968217  7007989.4057
10.968217  10.969730  7025069.1491
10.969730  10.990304  7046263.4337
10.990304  10.990898  7069882.7262
10.990898  11.009040  7093835.7004
11.009040  11.010471  7122289.5629
11.010471  11.029882  7156903.7895
11.029882  11.030452  7194775.3964
11.030452  11.047547  7232521.8741
11.047547  11.048908  7276707.0058
11.048908  11.067225  7329723.0970
11.067225  11.067772  7386892.4012
11.067772  11.083878  7443048.6588
11.083878  11.085111  7507725.0762
11.085111  11.107687  7607905.4457
11.107687  11.108478  7720414.9223
11.108478  11.128110  7831546.6629
11.128110  11.129564  7960071.4445
11.129564  11.150453  8112967.9684
11.150453  11.151198  8278807.8288
11.151198  11.169340  8439059.4460
11.169340  11.170713  8620801.7523
11.170713  11.190042  8832628.8257
11.190042  11.190729  9056958.7874
11.190729  11.207486  9268825.6406
11.207486  11.208789  9504751.3123
11.208789  11.226640  9773702.1474
11.226640  11.227281  10051954.5261
11.227281  11.242758  10309478.6272
11.242758  11.243968  10328749.9530
11.243968  11.260458  10632460.5575
11.260458  11.261063  10941002.2890
11.261063  11.275307  11220788.1457
11.275307  11.276435  11029857.5850
11.276435  11.291610  11340782.8058
11.291610  11.292180  11652138.7209
11.292180  11.305260  11930645.5199
11.305260  11.306319  11268791.4720
11.306319  11.320272  11553552.4176
11.320272  11.320819  11836882.5320
11.320819  11.332828  12088987.2654
11.332828  11.333817  10578705.8159
11.333817  11.346641  10799666.6874
11.346641  11.347130  11019853.3977
11.347130  11.358162  9101638.6431
11.358162  11.359081  9233049.0314
11.359081  11.370846  9379268.2193
11.370846  11.371324  8002833.9572
11.371324  11.381436  8083607.2678
11.381436  11.382286  7477268.6189
11.382286  11.393096  7550269.5960
11.393096  11.393574  7628086.1048
11.393574  11.402860  7388517.7769
11.402860  11.403640  7458395.9713
11.403640  11.413578  7401627.6008
11.413578  11.413985  7481490.9294
11.413985  11.422492  7555894.8856
