# RBHG Variable-Width Bremsstrahlung Distribution
# SOURCE: ../../../../hdsim_cobrems/BGRate_30891.root : dRtdkH1
# GENERATED: 2025-11-17 12:59:52
#
# ENERGY_LIMITS (GeV):
# E_MIN_AVAILABLE 2.908069
# E_MAX_AVAILABLE 11.409712
# TOTAL_BINS 649
# TOTAL_COUNTS 13709111067.85
#
# WARNING: User-set E_LO must be >= E_MIN_AVAILABLE
# WARNING: User-set E_HI must be <= E_MAX_AVAILABLE
#
# Format: lowEdge(GeV)  highEdge(GeV)  counts
8.858793  8.867661  10016319.3904
8.867661  8.872983  10021718.9109
8.872983  8.874599  10027367.2564
8.874599  8.876514  10033067.4023
8.876514  8.885352  10039032.0772
8.885352  8.893278  10045168.1467
8.893278  8.894177  10051256.4816
8.894177  8.894801  10057592.0924
8.894801  8.902987  10065050.0027
8.902987  8.912679  10074484.7804
8.912679  8.915027  10086292.3405
8.915027  8.935892  10100359.3743
8.935892  8.937635  10116132.6353
8.937635  8.957048  10132882.1786
8.957048  8.958535  10150115.6187
8.958535  8.975506  10167808.5450
8.975506  8.977680  10186270.5538
8.977680  8.997139  10205767.5251
8.997139  8.998813  10226274.8030
8.998813  9.018213  10247568.7829
9.018213  9.019782  10269478.8766
9.019782  9.037660  10292094.3901
9.037660  9.039892  10315742.1808
9.039892  9.058653  10340598.4094
9.058653  9.063675  10366297.9111
9.063675  9.078181  10392162.3287
9.078181  9.083261  10417848.1494
9.083261  9.097001  10443755.8975
9.097001  9.099221  10470995.1300
9.099221  9.118958  10500448.7867
9.118958  9.123957  10531526.8451
9.123957  9.138649  10562618.0297
9.138649  9.143055  10592727.4142
9.143055  9.156132  10622275.1230
9.156132  9.158143  10652939.0430
9.158143  9.176730  10686354.0294
9.176730  9.181414  10722341.5584
9.181414  9.197106  10759202.7643
9.197106  9.201454  10795501.3704
9.201454  9.215391  10831045.9199
9.215391  9.217460  10867072.0280
9.217460  9.235117  10905092.6047
9.235117  9.239011  10944956.6490
9.239011  9.253820  10985329.7824
9.253820  9.257586  11025878.2726
9.257586  9.271616  11067891.4913
9.271616  9.277103  11112810.7346
9.277103  9.295736  11159554.0714
9.295736  9.296224  11204951.3533
9.296224  9.311208  11248103.2880
9.311208  9.314451  11290882.6296
9.314451  9.327667  11335291.8558
9.327667  9.332433  11382887.0706
9.332433  9.349985  11432944.7765
9.349985  9.350497  11482556.2198
9.350497  9.366236  11531237.1307
9.366236  9.369339  11580797.9498
9.369339  9.383648  11632417.2095
9.383648  9.388158  11686844.4375
9.388158  9.404978  11742905.5017
9.404978  9.405408  11798067.8768
9.405408  9.422682  11852254.4962
9.422682  9.423077  11906498.9502
9.423077  9.439641  11961533.6930
9.439641  9.440734  12018486.7337
9.440734  9.458379  12077669.0865
9.458379  9.458856  12138240.4669
9.458856  9.476768  12199436.1218
9.476768  9.477163  12259933.1431
9.477163  9.492833  12318955.8033
9.492833  9.493856  12378103.7452
9.493856  9.509978  12438534.6365
9.509978  9.510420  12500480.9472
9.510420  9.527693  12564448.9870
9.527693  9.528077  12629635.6148
9.528077  9.544571  12695433.3500
9.544571  9.545664  12762739.8853
9.545664  9.562437  12831318.8029
9.562437  9.562902  12899792.1211
9.562902  9.579257  12967632.7412
9.579257  9.579617  13034439.6223
9.579617  9.594589  13100224.9453
9.594589  9.595589  13167545.4282
9.595589  9.611595  13237689.2514
9.611595  9.612072  13309986.2575
9.612072  9.629182  13384761.2009
9.629182  9.629577  13460107.8207
9.629577  9.645328  13534325.4540
9.645328  9.646362  13608864.4742
9.646362  9.661718  13683335.7306
9.661718  9.662159  13757246.8547
9.662159  9.677712  13831572.0096
9.677712  9.678049  13905947.7237
9.678049  9.692882  13980218.7333
9.692882  9.693928  14056887.5106
9.693928  9.709434  14136190.7223
9.709434  9.709899  14216189.9148
9.709899  9.725778  14297223.3095
9.725778  9.726103  14377830.3935
9.726103  9.740691  14457445.5428
9.740691  9.741877  14549374.1236
9.741877  9.765950  14669593.5344
9.765950  9.766601  14802092.2246
9.766601  9.791337  14938972.5943
9.791337  9.791976  15076638.7445
9.791976  9.814643  15210967.2652
9.814643  9.815887  15348832.5728
9.815887  9.840123  15494074.1882
9.840123  9.840762  15639320.4255
9.840762  9.862929  15779823.6943
9.862929  9.864138  15923976.2542
9.864138  9.887863  16076129.1313
9.887863  9.888479  16225491.2213
9.888479  9.907833  16361426.8126
9.907833  9.910204  16503088.8488
9.910204  9.931127  16657551.8533
9.931127  9.935242  16822037.2840
9.935242  9.954352  16981325.2966
9.954352  9.956514  17134020.4267
9.956514  9.977170  17296019.7637
9.977170  9.981064  17468909.8908
9.981064  9.999860  17635546.2255
9.999860  10.001824  17794585.4229
10.001824  10.022131  17951275.6766
10.022131  10.025828  16878179.0412
10.025828  10.044322  10559212.6333
10.044322  10.046112  9307581.2902
10.046112  10.066093  9317063.8301
10.066093  10.069569  9342891.9283
10.069569  10.087737  9368043.1762
10.087737  10.089365  9392242.5773
10.089365  10.109009  9418510.4454
10.109009  10.112287  9447198.6684
10.112287  10.130142  9474934.6031
10.130142  10.131606  9502130.0357
10.131606  10.156098  9537108.8991
10.156098  10.156447  9572779.8604
10.156447  10.180020  9608481.9282
10.180020  10.181834  9647198.8074
10.181834  10.207034  9689312.8437
10.207034  10.207383  9730686.6964
10.207383  10.230248  9769881.5947
10.230248  10.232014  9812116.3664
10.232014  10.256483  9858042.5620
10.256483  10.256832  9902970.2193
10.256832  10.279022  9945261.9063
10.279022  10.280742  9990822.2388
10.280742  10.304513  10040379.3125
10.304513  10.304862  10088693.4548
10.304862  10.326390  10133892.2531
10.326390  10.328075  10182611.1393
10.328075  10.351137  10235602.1356
10.351137  10.351497  10287131.6433
10.351497  10.372363  10335100.1493
10.372363  10.374013  10386830.1044
10.374013  10.396366  10443101.2675
10.396366  10.396703  10497635.9466
10.396703  10.416941  10548291.7863
10.416941  10.418533  10602978.5323
10.418533  10.440235  10662535.3697
10.440235  10.440584  10720241.3570
10.440584  10.460159  10773548.5018
10.460159  10.461716  10831119.6721
10.461716  10.482744  10893927.5070
10.482744  10.483081  10954680.5319
10.483081  10.502040  11010706.7936
10.502040  10.503574  11062750.0375
10.503574  10.523940  8654082.3951
10.523940  10.524288  8656303.7596
10.524288  10.542654  8667856.8379
10.542654  10.544130  8680518.0715
10.544130  10.563880  8694540.8579
10.563880  10.564217  8708268.4644
10.564217  10.582001  8721038.6107
10.582001  10.583443  8734996.3378
10.583443  10.602576  8750401.2102
10.602576  10.602925  8765441.4542
10.602925  10.620151  8779392.5737
10.620151  10.621546  8794581.2384
10.621546  10.640075  8811303.2748
10.640075  10.640412  8827591.6365
10.640412  10.657069  8842649.0440
10.657069  10.658371  8858969.5778
10.658371  10.686943  8887076.0221
10.686943  10.687780  8915943.2473
10.687780  10.713178  8942743.8686
10.713178  10.714910  8971551.6238
10.714910  10.742006  9003445.4654
10.742006  10.742819  9035660.4733
10.742819  10.766858  9065526.2546
10.766858  10.768508  9097654.1290
10.768508  10.794174  8278335.3512
10.794174  10.794965  8286574.8355
10.794965  10.817736  8294682.2057
10.817736  10.820863  8304513.6378
10.820863  10.844390  8315746.3030
10.844390  10.845087  8327046.9423
10.845087  10.865929  8338064.8132
10.865929  10.868893  8351420.8780
10.868893  10.891188  8367100.7804
10.891188  10.891839  8382852.5199
10.891839  10.911565  8398183.6085
10.911565  10.914378  8416779.3948
10.914378  10.936138  8439246.7282
10.936138  10.936731  8151613.5611
10.936731  10.955945  8164680.5100
10.955945  10.957457  8180350.6469
10.957457  10.978008  8199543.9377
10.978008  10.978601  8220666.8310
10.978601  10.996722  8241853.4432
10.996722  10.998152  8266767.9414
10.998152  11.017541  8296771.4102
11.017541  11.018111  8329284.9233
11.018111  11.035186  8361423.9307
11.035186  11.036546  8398762.0431
11.036546  11.054842  8443243.4939
11.054842  11.055389  8490886.2185
11.055389  11.071476  8537424.3502
11.071476  11.072709  8590776.9066
11.072709  11.095259  8673006.6498
11.095259  11.096050  8764972.4616
11.096050  11.115659  8855560.2977
11.115659  11.117112  8960176.6496
11.117112  11.137977  9084611.8217
11.137977  11.138721  9219778.8676
11.138721  11.156843  9350734.3069
11.156843  11.158215  9499823.8117
11.158215  11.177522  9674534.1035
